transaction_id,user_id,transaction_time,amount,rule_score,behavioral_risk_score,model_score,final_score,risk_class,triggered_rules,is_anomaly
txn_003206,user_0038,2024-02-12 05:22:50.636233296,105.9,0.0,0.0061287027579162,0.6476948628134717,0.2606101208148677,low_risk,[],1
txn_003298,user_0038,2024-02-13 10:42:51.926030116,148.25,0.1,6.460446638638651e-05,0.8908588781205204,0.3913597023648048,low_risk,['increasing_sequence'],1
txn_003305,user_0038,2024-02-13 13:01:12.323504461,201.2,0.1,0.029892538750022,0.989585673910862,0.4383074042518503,medium_risk,['increasing_sequence'],1
txn_003401,user_0038,2024-02-14 18:23:24.339058662,264.74,0.1,0.0598109255827869,0.9997077660376696,0.4498358378107646,medium_risk,['increasing_sequence'],1
txn_003498,user_0038,2024-02-16 04:26:24.867545766,47.71,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_003681,user_0038,2024-02-18 19:28:41.633025517,71.48,0.0,0.0,0.0023144892729336,0.0009257957091734,low_risk,[],0
txn_003927,user_0038,2024-02-21 22:35:21.591277832,44.31,0.0,0.0,0.0005254228708479,0.0002101691483391,low_risk,[],0
txn_004435,user_0038,2024-02-28 19:13:05.551394668,79.93,0.0,0.0,0.0177850124000338,0.0071140049600135,low_risk,[],0
txn_004467,user_0038,2024-02-29 09:06:29.646746320,98.56,0.1,0.0,0.0277300464992157,0.0460920185996863,low_risk,['increasing_sequence'],0
txn_004471,user_0038,2024-02-29 09:48:34.863265077,121.48,0.1,0.0,0.1721346470079415,0.1038538588031766,low_risk,['increasing_sequence'],0
txn_000484,user_0039,2024-01-07 10:36:24.564774972,91.76,0.0,0.0,0.0168255506164047,0.0067302202465618,low_risk,[],0
txn_000562,user_0039,2024-01-08 11:12:22.829837857,69.58,0.0,0.0,0.015482595040622,0.0061930380162488,low_risk,[],0
txn_000571,user_0039,2024-01-08 13:47:15.607159606,73.05,0.0,0.0,0.0940231092769196,0.0376092437107678,low_risk,[],0
txn_000719,user_0039,2024-01-10 08:10:20.221896585,66.83,0.0,0.0,0.0800846270394837,0.0320338508157934,low_risk,[],0
txn_000973,user_0039,2024-01-13 21:42:32.989482436,63.01,0.0,0.0,0.0436820561296007,0.0174728224518403,low_risk,[],0
txn_001229,user_0039,2024-01-17 09:01:59.984241082,64.17,0.0,0.0,0.0742422753025447,0.0296969101210178,low_risk,[],0
txn_001391,user_0039,2024-01-19 14:24:12.607041827,43.59,0.0,0.0,0.0223003701366691,0.0089201480546676,low_risk,[],0
txn_001876,user_0039,2024-01-26 00:05:40.004186727,88.57,0.0,0.0011958017894012,0.2522168407239691,0.1011856867369379,low_risk,[],1
txn_002065,user_0039,2024-01-28 06:52:04.012193477,124.0,0.1,0.0,0.9729632303966764,0.4241852921586706,medium_risk,['increasing_sequence'],1
txn_002100,user_0039,2024-01-28 19:44:04.554480171,168.29,0.1,0.0106265338319504,0.9994070637716688,0.4374194589666552,medium_risk,['increasing_sequence'],1
txn_002623,user_0039,2024-02-04 10:59:17.140813419,221.43,0.1,0.0298176701647417,0.9994307063929954,0.4422267000983836,medium_risk,['increasing_sequence'],1
txn_003121,user_0039,2024-02-11 04:01:34.343054426,51.64,0.0,0.0,0.0005755748057195,0.0002302299222878,low_risk,[],0
txn_003639,user_0039,2024-02-18 03:48:36.560181784,76.05,0.0,0.0,0.0028421745440177,0.0011368698176071,low_risk,[],0
txn_003818,user_0039,2024-02-20 15:57:19.825881518,85.35,0.1,0.0,0.0241565845515348,0.0446626338206139,low_risk,['increasing_sequence'],0
txn_003944,user_0039,2024-02-22 04:56:14.499757795,70.41,0.0,0.0,0.0025278872972881,0.0010111549189152,low_risk,[],0
txn_004001,user_0039,2024-02-22 22:12:08.635311084,28.16,0.0,0.0,0.0006435879793687,0.0002574351917474,low_risk,[],0
txn_004141,user_0039,2024-02-24 23:39:49.957263451,76.96,0.0,0.0274857954545454,0.0557685480994742,0.029178868103426,low_risk,[],0
txn_004146,user_0039,2024-02-25 02:29:25.959847314,65.34,0.0,0.0,0.0017760324554782,0.0007104129821913,low_risk,[],0
txn_004495,user_0039,2024-02-29 16:31:00.953084781,67.7,0.0,0.0,0.0010681171823455,0.0004272468729382,low_risk,[],0
txn_000318,user_0040,2024-01-05 05:01:49.955731327,86.71,0.0,0.0,0.015995082265624,0.0063980329062496,low_risk,[],0
txn_000688,user_0040,2024-01-09 22:00:45.231259469,98.36,0.0,0.0,0.0657176372052449,0.0262870548820979,low_risk,[],0
txn_000888,user_0040,2024-01-12 15:03:40.904612187,56.68,0.0,0.0,0.0138650175196067,0.0055460070078427,low_risk,[],0
txn_001169,user_0040,2024-01-16 13:22:12.407907877,77.88,0.0,0.0,0.0894118189534156,0.0357647275813662,low_risk,[],0
txn_001206,user_0040,2024-01-17 00:57:32.791748055,72.91,0.0,0.0,0.129848729202965,0.051939491681186,low_risk,[],0
txn_001422,user_0040,2024-01-19 23:42:09.378280639,61.1,0.0,0.0,0.0213680061877744,0.0085472024751097,low_risk,[],0
txn_001537,user_0040,2024-01-21 04:42:50.862003639,957.12,0.5,0.7004448340709528,0.9999467184017954,0.7500898958784563,high_risk,"['jump_from_previous', 'high_vs_average']",1
txn_001589,user_0040,2024-01-21 16:27:47.949519507,55.9,0.0,0.0,0.0009052541109255,0.0003621016443702,low_risk,[],0
txn_001855,user_0040,2024-01-25 14:26:34.035874256,55.66,0.0,0.0,0.0008722275567534,0.0003488910227013,low_risk,[],0
txn_002028,user_0040,2024-01-27 19:23:12.250875909,63.56,0.0,0.0,0.0010002312275772,0.0004000924910309,low_risk,[],0
txn_002303,user_0040,2024-01-31 09:31:12.148515080,85.2,0.1,0.0,0.0009903989263225,0.035396159570529,low_risk,['increasing_sequence'],0
txn_002463,user_0040,2024-02-02 14:00:57.746414727,68.48,0.0,0.0,0.0006898812144189,0.0002759524857675,low_risk,[],0
txn_002589,user_0040,2024-02-04 00:22:40.905561171,59.62,0.0,0.0,0.0006898812144189,0.0002759524857675,low_risk,[],0
txn_002692,user_0040,2024-02-05 10:07:53.970042198,70.54,0.0,0.0,0.0013784671955039,0.0005513868782015,low_risk,[],0
txn_002755,user_0040,2024-02-06 07:27:16.790415957,58.43,0.0,0.0,0.0012774117254,0.00051096469016,low_risk,[],0
txn_002795,user_0040,2024-02-06 17:55:17.551521792,63.82,0.0,0.0,0.0011878406000915,0.0004751362400366,low_risk,[],0
txn_003646,user_0040,2024-02-18 06:09:31.101118946,67.78,0.1,0.0,0.0006898812144189,0.0352759524857675,low_risk,['increasing_sequence'],0
txn_004138,user_0040,2024-02-24 23:13:46.670125579,61.94,0.0,0.0,0.0006898812144189,0.0002759524857675,low_risk,[],0
txn_000072,user_0041,2024-01-02 00:13:45.669086643,32.87,0.0,0.0,0.0079831833273265,0.0031932733309306,low_risk,[],0
txn_000196,user_0041,2024-01-03 18:20:00.442129758,40.36,0.0,0.0,0.0337032973205689,0.0134813189282275,low_risk,[],0
txn_000625,user_0041,2024-01-09 05:02:15.968276463,59.33,0.1,0.0,0.0497327848124144,0.0548931139249657,low_risk,['increasing_sequence'],0
txn_000839,user_0041,2024-01-11 21:17:39.896282668,32.38,0.0,0.0,0.0262417951777651,0.010496718071106,low_risk,[],0
txn_000859,user_0041,2024-01-12 06:02:43.019030327,48.46,0.0,0.0,0.0388915703481001,0.01555662813924,low_risk,[],0
txn_000942,user_0041,2024-01-13 12:34:00.163737203,58.92,0.1,0.0,0.0585841520730962,0.0584336608292384,low_risk,['increasing_sequence'],0
txn_001239,user_0041,2024-01-17 10:53:27.399271682,54.75,0.0,0.0,0.0754170610425993,0.0301668244170397,low_risk,[],0
txn_001382,user_0041,2024-01-19 12:24:21.936087228,47.11,0.0,0.0,0.0720286431045508,0.0288114572418203,low_risk,[],0
txn_001419,user_0041,2024-01-19 22:47:50.418698683,51.58,0.0,0.0,0.0772473320429226,0.030898932817169,low_risk,[],0
txn_001433,user_0041,2024-01-20 03:12:49.921669084,31.45,0.0,0.0,0.0544930385723511,0.0217972154289404,low_risk,[],0
txn_001981,user_0041,2024-01-27 05:04:00.807075822,49.41,0.0,0.0,0.0617006916466501,0.02468027665866,low_risk,[],0
txn_002165,user_0041,2024-01-29 18:04:01.563903863,30.34,0.0,0.0,0.0200449747804649,0.0080179899121859,low_risk,[],0
txn_002209,user_0041,2024-01-30 11:09:28.188547905,67.04,0.0,0.0078609096901779,0.0951331835233343,0.0400185008318782,low_risk,[],0
txn_002670,user_0041,2024-02-05 02:50:46.545371354,47.39,0.0,0.0,0.0525566485157364,0.0210226594062945,low_risk,[],0
txn_002995,user_0041,2024-02-09 07:54:27.254609692,2818.22,0.7,0.8,0.9999467184017954,0.8449786873607181,high_risk,"['jump_from_previous', 'high_vs_average', 'high_share_of_total']",1
txn_003110,user_0041,2024-02-11 01:45:14.583979394,38.01,0.0,0.0,4.987704447546021e-05,1.995081779018409e-05,low_risk,[],0
txn_003415,user_0041,2024-02-14 23:25:06.939187844,59.66,0.0,0.0,0.0010372187330263,0.0004148874932105,low_risk,[],0
txn_003449,user_0041,2024-02-15 11:31:21.150451268,47.93,0.0,0.0,0.0006096440314643,0.0002438576125857,low_risk,[],0
txn_003806,user_0041,2024-02-20 13:24:53.663636053,40.93,0.0,0.0,0.0003823586518336,0.0001529434607334,low_risk,[],0
txn_003934,user_0041,2024-02-22 01:56:41.654338194,10.56,0.0,0.0,0.0004255264310935,0.0001702105724374,low_risk,[],0
txn_004139,user_0041,2024-02-24 23:28:29.743815262,43.15,0.0,0.078231534090909,0.0050475751375961,0.0215769135777657,low_risk,[],0
txn_004310,user_0041,2024-02-27 07:45:01.415023625,55.05,0.1,0.0,0.0004621770368223,0.0351848708147289,low_risk,['increasing_sequence'],0
txn_004371,user_0041,2024-02-28 00:24:13.966683479,39.26,0.0,0.0,0.0006096440314643,0.0002438576125857,low_risk,[],0
txn_004505,user_0041,2024-02-29 20:36:50.311925910,42.06,0.0,0.0,0.0007470835065843,0.0002988334026337,low_risk,[],0
txn_000493,user_0042,2024-01-07 13:02:17.524804923,66.63,0.0,0.0,0.0114374454112929,0.0045749781645171,low_risk,[],0
txn_000520,user_0042,2024-01-07 21:59:23.660304981,90.22,0.0,0.0,0.0466527325269626,0.018661093010785,low_risk,[],0
txn_000695,user_0042,2024-01-09 23:37:02.135654938,45.05,0.0,0.0,0.0099937880301915,0.0039975152120766,low_risk,[],0
txn_000998,user_0042,2024-01-14 07:32:12.950387181,66.45,0.0,0.0,0.0750063223095878,0.0300025289238351,low_risk,[],0
txn_001022,user_0042,2024-01-14 12:02:02.496285238,55.23,0.0,0.0,0.0477296968809992,0.0190918787523996,low_risk,[],0
txn_001070,user_0042,2024-01-15 06:31:27.164897804,39.44,0.0,0.0,0.0462738784363415,0.0185095513745366,low_risk,[],0
txn_001096,user_0042,2024-01-15 16:07:57.608697362,74.51,0.0,0.0,0.0622440249399663,0.0248976099759865,low_risk,[],0
txn_001325,user_0042,2024-01-18 14:27:36.895753710,35.67,0.0,0.0,0.0099376084255405,0.0039750433702162,low_risk,[],0
txn_001566,user_0042,2024-01-21 10:01:58.536767283,90.63,0.0,0.0202796467619848,0.185738220221351,0.0793651997790366,low_risk,[],0
txn_001669,user_0042,2024-01-22 19:23:37.177480421,54.55,0.0,0.0,0.060292053146852,0.0241168212587408,low_risk,[],0
txn_001749,user_0042,2024-01-24 06:00:02.776232974,93.15,0.0,0.0,0.1466462226810067,0.0586584890724027,low_risk,[],0
txn_001782,user_0042,2024-01-24 15:07:19.376063155,74.8,0.0,0.0,0.0767911344268247,0.0307164537707298,low_risk,[],0
txn_001963,user_0042,2024-01-27 00:07:28.012556098,73.92,0.0,0.0,0.0536460703801793,0.0214584281520717,low_risk,[],0
txn_002014,user_0042,2024-01-27 13:14:23.013979912,44.55,0.0,0.0,0.0054137031354922,0.0021654812541969,low_risk,[],0
txn_002363,user_0042,2024-02-01 03:48:43.296042947,60.72,0.0,0.0,0.0364597490867972,0.0145838996347189,low_risk,[],0
txn_002521,user_0042,2024-02-03 06:21:51.193159952,75.74,0.1,0.0,0.0298963389260396,0.0469585355704158,low_risk,['increasing_sequence'],0
txn_002663,user_0042,2024-02-05 01:38:18.154984363,73.85,0.0,0.0,0.0543957144075924,0.0217582857630369,low_risk,[],0
txn_002715,user_0042,2024-02-05 19:26:44.742309514,21.54,0.0,0.0,0.0069394578208037,0.0027757831283215,low_risk,[],0
txn_002745,user_0042,2024-02-06 03:50:12.304273090,70.95,0.0,0.0485201949860724,0.0563586191652928,0.0346734964126352,low_risk,[],0
txn_002896,user_0042,2024-02-08 02:52:52.715958677,63.71,0.0,0.0,0.0322890982353317,0.0129156392941327,low_risk,[],0
txn_003097,user_0042,2024-02-10 19:49:14.620703293,107.09,0.0,0.0,0.2647617224207452,0.1059046889682981,low_risk,[],0
txn_003157,user_0042,2024-02-11 16:51:19.002406616,59.7,0.0,0.0,0.0343075084521784,0.0137230033808713,low_risk,[],0
txn_003163,user_0042,2024-02-11 18:03:55.534495380,68.75,0.0,0.0,0.1494453710669027,0.059778148426761,low_risk,[],0
txn_003824,user_0042,2024-02-20 17:27:33.746940780,44.83,0.0,0.0,0.0039733719958626,0.001589348798345,low_risk,[],0
txn_003899,user_0042,2024-02-21 14:11:02.694790928,49.93,0.0,0.0,0.0042256430875974,0.0016902572350389,low_risk,[],0
txn_004512,user_0042,2024-02-29 23:35:21.787910037,999.23,0.6,0.6736780424785838,0.9999814778244542,0.7784121017494277,high_risk,"['jump_from_previous', 'high_vs_average', 'increasing_sequence']",1
txn_000129,user_0043,2024-01-02 20:51:51.723325459,155.03,0.0,0.0,0.0275690369110496,0.0110276147644198,low_risk,[],0
txn_000323,user_0043,2024-01-05 05:57:09.645674647,130.47,0.0,0.0,0.0299821244675317,0.0119928497870127,low_risk,[],0
txn_001424,user_0043,2024-01-20 00:32:23.462122604,1394.17,0.7,0.7957565568258238,0.9998702620560056,0.8438872440288582,high_risk,"['jump_from_previous', 'high_vs_average', 'high_share_of_total']",1
txn_001428,user_0043,2024-01-20 02:16:50.875141802,46.92,0.0,0.0,0.0009052541109255,0.0003621016443702,low_risk,[],0
txn_001694,user_0043,2024-01-23 05:26:50.680770162,114.24,0.0,0.0163043478260869,0.012158038648881,0.0089393024160741,low_risk,[],0
txn_002839,user_0043,2024-02-07 06:34:32.795859631,96.98,0.0,0.0,0.0010681171823455,0.0004272468729382,low_risk,[],0
txn_002860,user_0043,2024-02-07 14:23:00.463505387,84.51,0.0,0.0,0.0010681171823455,0.0004272468729382,low_risk,[],0
txn_000034,user_0044,2024-01-01 10:44:14.140500994,23.22,0.0,0.0,0.0158501866356044,0.0063400746542417,low_risk,[],0
txn_000105,user_0044,2024-01-02 12:45:57.043725726,15.35,0.0,0.0,0.0264333585707137,0.0105733434282855,low_risk,[],0
txn_000184,user_0044,2024-01-03 15:09:21.341238476,22.61,0.0,0.0,0.0374282370113355,0.0149712948045342,low_risk,[],0
txn_000197,user_0044,2024-01-03 18:51:02.248127193,22.22,0.0,0.0,0.0657930580665971,0.0263172232266388,low_risk,[],0
txn_000772,user_0044,2024-01-10 23:57:21.765459611,16.2,0.0,0.0,0.0217830286630034,0.0087132114652013,low_risk,[],0
txn_000782,user_0044,2024-01-11 02:28:51.938577629,23.21,0.0,0.0,0.0522992613385445,0.0209197045354178,low_risk,[],0
txn_000901,user_0044,2024-01-12 19:37:54.107693929,22.84,0.0,0.0,0.0897309039610143,0.0358923615844057,low_risk,[],0
txn_000927,user_0044,2024-01-13 06:17:11.756395836,17.55,0.0,0.0,0.0589033043962619,0.0235613217585047,low_risk,[],0
txn_000986,user_0044,2024-01-14 02:08:05.372764387,18.96,0.0,0.0,0.0636885590634041,0.0254754236253616,low_risk,[],0
txn_001018,user_0044,2024-01-14 09:54:12.618750585,20.69,0.1,0.0,0.0583897162113044,0.0583558864845217,low_risk,['increasing_sequence'],0
txn_001060,user_0044,2024-01-15 02:19:17.706591914,17.44,0.0,0.0,0.0721898189719955,0.0288759275887982,low_risk,[],0
txn_001316,user_0044,2024-01-18 11:25:08.774647146,18.6,0.0,0.0,0.0905167767494611,0.0362067106997844,low_risk,[],0
txn_001449,user_0044,2024-01-20 07:49:57.509532689,19.57,0.1,0.0,0.107354010924076,0.0779416043696304,low_risk,['increasing_sequence'],0
txn_001621,user_0044,2024-01-22 04:35:25.709273461,23.72,0.1,0.0,0.1746788965590426,0.104871558623617,low_risk,['increasing_sequence'],0
txn_001636,user_0044,2024-01-22 07:43:05.567925496,22.27,0.0,0.0,0.1590384175249242,0.0636153670099697,low_risk,[],0
txn_001828,user_0044,2024-01-25 04:05:19.138525621,17.77,0.0,0.0,0.1377781011544165,0.0551112404617666,low_risk,[],0
txn_001971,user_0044,2024-01-27 02:13:59.456520829,23.02,0.0,0.0,0.1397628870001811,0.0559051548000724,low_risk,[],0
txn_001983,user_0044,2024-01-27 05:55:12.808991569,20.22,0.0,0.0,0.1334114288283689,0.0533645715313475,low_risk,[],0
txn_001996,user_0044,2024-01-27 09:00:20.953562140,17.57,0.0,0.0,0.3545896840932471,0.1418358736372988,low_risk,[],0
txn_002134,user_0044,2024-01-29 06:27:17.116559139,21.68,0.0,0.0,0.1087459951546182,0.0434983980618473,low_risk,[],0
txn_002192,user_0044,2024-01-30 04:51:44.298599878,18.25,0.0,0.0,0.1632754695451315,0.0653101878180526,low_risk,[],0
txn_002302,user_0044,2024-01-31 09:25:28.130826459,18.9,0.0,0.0,0.1198499405559221,0.0479399762223688,low_risk,[],0
txn_002384,user_0044,2024-02-01 11:42:18.059328439,20.91,0.1,0.0,0.1071218887120504,0.0778487554848201,low_risk,['increasing_sequence'],0
txn_002409,user_0044,2024-02-01 21:45:41.523587415,16.2,0.0,0.0,0.0643089611135976,0.025723584445439,low_risk,[],0
txn_002697,user_0044,2024-02-05 12:29:02.968534943,18.8,0.0,0.0,0.1128102846364041,0.0451241138545616,low_risk,[],0
txn_002707,user_0044,2024-02-05 17:31:10.475438052,20.4,0.1,0.0,0.1319567714547497,0.0877827085818999,low_risk,['increasing_sequence'],0
txn_002723,user_0044,2024-02-05 22:22:21.045110818,22.87,0.1,0.0,0.4662974711487211,0.2215189884594884,low_risk,['increasing_sequence'],1
txn_002724,user_0044,2024-02-05 22:30:53.296095846,22.39,0.0,0.0,0.7843414127659888,0.3137365651063955,low_risk,[],1
txn_002728,user_0044,2024-02-05 22:50:26.405049386,17.66,0.0,0.0,0.7747345422866282,0.3098938169146513,low_risk,[],1
txn_002729,user_0044,2024-02-05 23:02:40.359402799,17.54,0.0,0.0133333333333333,0.9410128893384389,0.3797384890687089,low_risk,[],1
txn_002730,user_0044,2024-02-05 23:08:45.005005516,21.16,0.0,0.0266666666666666,0.9056107116974584,0.36891095134565,low_risk,[],1
txn_002733,user_0044,2024-02-05 23:42:11.236246643,17.15,0.0,0.04,0.9277884454380466,0.3811153781752187,low_risk,[],1
txn_002737,user_0044,2024-02-06 01:13:23.167294040,18.09,0.0,0.0533333333333333,0.8286734812107754,0.3448027258176435,low_risk,[],0
txn_002775,user_0044,2024-02-06 13:14:45.976383478,20.53,0.1,0.0533333333333333,0.6431438338838347,0.3055908668868672,low_risk,['increasing_sequence'],0
txn_002809,user_0044,2024-02-06 21:34:56.563130960,16.13,0.0,0.0533333333333333,0.753882242570421,0.3148862303615017,low_risk,[],0
txn_002810,user_0044,2024-02-06 21:55:52.581974954,21.05,0.2,0.0666666666666666,0.6021374034247555,0.3275216280365688,low_risk,['high_transaction_frequency'],0
txn_002872,user_0044,2024-02-07 18:30:13.906155420,22.22,0.1,0.0,0.2098354467032695,0.1189341786813078,low_risk,['increasing_sequence'],0
txn_002893,user_0044,2024-02-08 02:24:41.035822420,19.82,0.0,0.0,0.0758353698803161,0.0303341479521264,low_risk,[],0
txn_002968,user_0044,2024-02-09 01:07:22.667616355,21.15,0.0,0.0,0.0820287706994407,0.0328115082797763,low_risk,[],0
txn_003032,user_0044,2024-02-09 18:36:57.199706247,19.08,0.0,0.0,0.0760682659305264,0.0304273063722105,low_risk,[],0
txn_003192,user_0044,2024-02-12 02:42:34.838629241,17.6,0.0,0.0,0.0773518622273726,0.030940744890949,low_risk,[],0
txn_003309,user_0044,2024-02-13 13:46:09.565170581,19.2,0.0,0.0,0.0697130330541503,0.0278852132216601,low_risk,[],0
txn_003485,user_0044,2024-02-16 00:16:50.121249783,20.63,0.1,0.0,0.0753717729129472,0.0651487091651788,low_risk,['increasing_sequence'],0
txn_003518,user_0044,2024-02-16 10:35:40.861784794,15.56,0.0,0.0,0.0334327132020077,0.013373085280803,low_risk,[],0
txn_003793,user_0044,2024-02-20 09:30:18.344318224,20.81,0.0,0.0,0.0521462446268097,0.0208584978507239,low_risk,[],0
txn_003856,user_0044,2024-02-21 02:21:51.227522344,16.58,0.0,0.0,0.0447925111210552,0.0179170044484221,low_risk,[],0
txn_003978,user_0044,2024-02-22 17:55:24.131210733,20.0,0.0,0.0,0.0560048588533624,0.0224019435413449,low_risk,[],0
txn_004150,user_0044,2024-02-25 04:02:29.631316314,18.87,0.0,0.0,0.0712168470525098,0.0284867388210039,low_risk,[],0
txn_000020,user_0045,2024-01-01 05:21:53.033874385,32.87,0.0,0.0,0.0079831833273265,0.0031932733309306,low_risk,[],0
txn_000287,user_0045,2024-01-04 18:22:44.832792245,22.43,0.0,0.0,0.0183060611253387,0.0073224244501355,low_risk,[],0
txn_000385,user_0045,2024-01-06 06:40:04.072350418,31.33,0.0,0.0,0.0271144669795035,0.0108457867918014,low_risk,[],0
txn_000566,user_0045,2024-01-08 12:56:26.742645583,27.5,0.0,0.0,0.0340136546112851,0.013605461844514,low_risk,[],0
txn_000982,user_0045,2024-01-14 00:57:28.062388875,26.99,0.0,0.0,0.0477686322455251,0.01910745289821,low_risk,[],0
txn_001255,user_0045,2024-01-17 14:35:48.241835188,25.66,0.0,0.0,0.0356374529101236,0.0142549811640494,low_risk,[],0
txn_001360,user_0045,2024-01-19 02:32:52.043525067,27.0,0.0,0.0,0.0415169701320286,0.0166067880528114,low_risk,[],0
txn_001434,user_0045,2024-01-20 03:18:58.367948416,30.37,0.1,0.0,0.0350431552168781,0.0490172620867512,low_risk,['increasing_sequence'],0
txn_001472,user_0045,2024-01-20 11:38:34.971629150,3102.91,0.7999999999999999,0.8,0.9999814778244542,0.8799925911297817,high_risk,"['jump_from_previous', 'high_vs_average', 'high_share_of_total', 'increasing_sequence']",1
txn_001511,user_0045,2024-01-20 20:53:48.021883694,17.56,0.0,0.0,0.0186812287182874,0.0074724914873149,low_risk,[],0
txn_001680,user_0045,2024-01-22 23:34:33.251050798,32.2,0.0,0.0,0.0006724938782756,0.0002689975513102,low_risk,[],0
txn_001871,user_0045,2024-01-25 21:45:16.899849476,26.64,0.0,0.0,0.0011726099376778,0.0004690439750711,low_risk,[],0
txn_002067,user_0045,2024-01-28 07:31:54.122223600,32.29,0.0,0.0,0.0007470835065843,0.0002988334026337,low_risk,[],0
txn_002146,user_0045,2024-01-29 10:27:54.965854970,28.68,0.0,0.0,0.0011726099376778,0.0004690439750711,low_risk,[],0
txn_002180,user_0045,2024-01-30 00:00:08.708512452,23.85,0.0,0.0,0.0016070835310475,0.000642833412419,low_risk,[],0
txn_002686,user_0045,2024-02-05 08:55:26.602078578,24.05,0.0,0.0,0.0008078850829271,0.0003231540331708,low_risk,[],0
txn_002954,user_0045,2024-02-08 22:20:22.505822878,29.97,0.1,0.0,0.0001751704380946,0.0350700681752378,low_risk,['increasing_sequence'],0
txn_003005,user_0045,2024-02-09 12:08:38.881334102,22.57,0.0,0.0,0.0016070835310475,0.000642833412419,low_risk,[],0
txn_003344,user_0045,2024-02-14 00:13:36.294395192,35.76,0.0,0.0,0.0006724938782756,0.0002689975513102,low_risk,[],0
txn_003763,user_0045,2024-02-20 02:19:11.835192876,28.96,0.0,0.0,0.0011726099376778,0.0004690439750711,low_risk,[],0
txn_004061,user_0045,2024-02-23 15:46:35.572988169,29.09,0.0,0.0,0.0011726099376778,0.0004690439750711,low_risk,[],0
txn_004069,user_0045,2024-02-23 18:06:03.837186983,31.57,0.1,0.0,0.000974368886215,0.035389747554486,low_risk,['increasing_sequence'],0
txn_004197,user_0045,2024-02-25 18:22:21.299759435,22.37,0.0,0.0,0.0064190508479874,0.0025676203391949,low_risk,[],0
txn_004239,user_0045,2024-02-26 08:54:57.807254650,33.9,0.0,0.0,0.0011944617744965,0.0004777847097986,low_risk,[],0
txn_004476,user_0045,2024-02-29 11:19:40.959544086,27.01,0.0,0.0,0.0011726099376778,0.0004690439750711,low_risk,[],0
txn_000286,user_0046,2024-01-04 17:28:49.530550019,20.06,0.0,0.0,0.0283491603256392,0.0113396641302556,low_risk,[],0
txn_000464,user_0046,2024-01-07 04:13:56.019893720,18.51,0.0,0.0,0.0748694460899978,0.0299477784359991,low_risk,[],0
txn_000487,user_0046,2024-01-07 11:04:20.409981745,22.13,0.0,0.0,0.0844543427855403,0.0337817371142161,low_risk,[],0
txn_000646,user_0046,2024-01-09 07:44:20.214775267,19.16,0.0,0.0,0.0914838704397097,0.0365935481758839,low_risk,[],0
txn_000848,user_0046,2024-01-12 01:09:42.727818633,17.76,0.0,0.0,0.0862015593587522,0.0344806237435009,low_risk,[],0
txn_000918,user_0046,2024-01-13 02:05:50.818690232,20.52,0.0,0.0,0.0761436429605014,0.0304574571842005,low_risk,[],0
txn_001159,user_0046,2024-01-16 11:41:41.854183308,16.49,0.0,0.0,0.0426608599090878,0.0170643439636351,low_risk,[],0
txn_001179,user_0046,2024-01-16 16:16:09.874109266,27.51,0.0,0.0,0.067170536732083,0.0268682146928332,low_risk,[],0
txn_001323,user_0046,2024-01-18 14:18:49.789829376,20.22,0.0,0.0,0.123678165860362,0.0494712663441448,low_risk,[],0
txn_001372,user_0046,2024-01-19 08:33:28.493496100,15.96,0.0,0.0,0.0496524735450017,0.0198609894180007,low_risk,[],0
txn_001839,user_0046,2024-01-25 07:14:18.550181069,22.28,0.0,0.0,0.0943258486987548,0.0377303394795019,low_risk,[],0
txn_001841,user_0046,2024-01-25 08:33:35.756577635,19.75,0.0,0.0,0.1792116930210856,0.0716846772084342,low_risk,[],0
txn_001985,user_0046,2024-01-27 06:09:40.041155783,27.46,0.0,0.0,0.1560880788731868,0.0624352315492747,low_risk,[],0
txn_002087,user_0046,2024-01-28 15:29:46.404456645,16.78,0.0,0.0,0.1699158878518594,0.0679663551407437,low_risk,[],0
txn_002166,user_0046,2024-01-29 18:11:55.475209001,14.93,0.0,0.0,0.0992460102932097,0.0396984041172839,low_risk,[],0
txn_002324,user_0046,2024-01-31 13:31:17.156665304,23.35,0.0,0.0,0.1620980886222696,0.0648392354489078,low_risk,[],0
txn_002580,user_0046,2024-02-03 21:21:10.234635763,18.01,0.0,0.0,0.2094801255930825,0.083792050237233,low_risk,[],0
txn_002861,user_0046,2024-02-07 14:46:03.729413107,19.13,0.0,0.0,0.2505617079534102,0.1002246831813641,low_risk,[],0
txn_002979,user_0046,2024-02-09 04:24:41.621113525,26.43,0.1,0.0,0.1637483891244164,0.1004993556497665,low_risk,['increasing_sequence'],0
txn_003010,user_0046,2024-02-09 13:08:26.340630758,12.12,0.0,0.0,0.4582005931319678,0.1832802372527871,low_risk,[],1
txn_003011,user_0046,2024-02-09 13:08:47.330556203,13.7,0.0,0.0,0.5896533015523194,0.2358613206209278,low_risk,[],1
txn_003012,user_0046,2024-02-09 13:16:08.615934926,17.71,0.1,0.0,0.8697940694538893,0.3829176277815557,low_risk,['increasing_sequence'],1
txn_003014,user_0046,2024-02-09 13:42:04.000086908,18.14,0.1,0.0,0.8970744920535789,0.3938297968214315,low_risk,['increasing_sequence'],1
